news,漲,佳,好,穩,正,惠,效益,升,樂觀,增,跌,壓力,弱,不足,逆,降,挫,衝擊,悲,減
2015-04-17 221736.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-04-17 221810.txt,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
2015-04-20 222157.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-04-21 222572.txt,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0
2015-04-21 222644.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-21 222726.txt,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2015-04-21 222817.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-21 222820.txt,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-22 222910.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-04-22 222928.txt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-04-22 222935.txt,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-22 222995.txt,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2015-04-22 223009.txt,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2015-04-22 223056.txt,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2015-04-22 223076.txt,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2015-04-22 223093.txt,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2015-04-22 223118.txt,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-04-23 223302.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-04-23 223320.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-04-23 223342.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2015-04-23 223361.txt,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2015-04-23 223364.txt,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1
2015-04-23 223368.txt,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2015-04-23 223376.txt,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2015-04-23 223417.txt,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-23 223574.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-24 223754.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-24 223795.txt,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2015-04-24 223820.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-04-24 223829.txt,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2015-04-24 224031.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-24 224152.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-27 224228.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-04-27 224333.txt,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
2015-04-27 224360.txt,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-27 224390.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-28 224837.txt,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-04-28 224854.txt,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2015-04-28 224932.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-28 225098.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-28 225234.txt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2015-04-28 225296.txt,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2015-04-29 225425.txt,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
2015-04-29 225436.txt,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0
2015-04-29 225446.txt,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0
2015-04-29 225478.txt,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-04-29 225479.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2015-04-29 225513.txt,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
2015-04-29 225519.txt,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2015-04-29 225680.txt,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2015-04-29 225785.txt,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
2015-04-29 225859.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2015-04-29 225862.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-30 225903.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-04-30 225904.txt,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1
2015-04-30 225950.txt,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
2015-04-30 225951.txt,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
2015-04-30 225952.txt,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1
2015-04-30 225956.txt,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0
2015-04-30 225957.txt,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
2015-04-30 225959.txt,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0
2015-04-30 225976.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
2015-04-30 226059.txt,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
2015-05-01 226514.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-05-04 226655.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-05-04 226668.txt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2015-05-04 226804.txt,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
2015-05-04 226871.txt,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 226944.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 226994.txt,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-05 227167.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-05 227246.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-05 227261.txt,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2015-05-05 227397.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2015-05-05 227486.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-05 227529.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-06 227700.txt,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1
2015-05-06 227917.txt,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2015-05-06 227948.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-06 227955.txt,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2015-05-06 228068.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-07 228261.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-05-07 228284.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-07 228301.txt,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1
2015-05-07 228494.txt,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2015-05-07 228807.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-07 228921.txt,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0
2015-05-08 229021.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-05-11 229658.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-05-11 229818.txt,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2015-05-11 229889.txt,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-05-11 229936.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-05-11 230171.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-11 230172.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-11 230178.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-12 230365.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-05-12 230382.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-05-12 230383.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-05-12 230404.txt,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
2015-05-12 230455.txt,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2015-05-12 230468.txt,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
2015-05-12 230593.txt,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-13 230998.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-05-14 231702.txt,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
2015-05-15 232296.txt,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2015-05-18 232426.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-05-18 232464.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2015-05-18 232672.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-18 232673.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-18 232771.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2015-05-19 232969.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-05-19 232970.txt,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2015-05-20 233231.txt,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1
2015-05-20 233235.txt,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2015-05-20 233305.txt,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
2015-05-20 233323.txt,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2015-05-21 233623.txt,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
2015-05-21 233676.txt,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2015-05-21 233839.txt,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-05-22 234028.txt,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-22 234158.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-22 234195.txt,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2015-05-22 234267.txt,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1
2015-05-22 234279.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-22 234378.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-25 234502.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-05-25 234540.txt,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2015-05-25 234579.txt,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
2015-05-25 234642.txt,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2015-05-25 234677.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-25 234760.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-25 234861.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-26 234896.txt,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-26 234984.txt,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2015-05-26 235009.txt,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2015-05-26 235057.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-26 235058.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-27 235274.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-05-27 235315.txt,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2015-05-27 235422.txt,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2015-05-28 235685.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-05-28 235756.txt,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2015-05-29 237185.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-05-29 237318.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-05-30 237633.txt,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1
2015-05-31 237645.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-06-01 237936.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-02 238189.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-02 238200.txt,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2015-06-02 238275.txt,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-02 238437.txt,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
2015-06-02 238663.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2015-06-02 238670.txt,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2015-06-03 238725.txt,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-03 238911.txt,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2015-06-03 238928.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-03 238948.txt,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-03 239174.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-04 239486.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-04 239653.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-05 239751.txt,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
2015-06-05 239778.txt,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2015-06-05 239839.txt,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1
2015-06-05 239880.txt,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2015-06-05 239915.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-05 240223.txt,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2015-06-06 240324.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2015-06-08 240374.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-08 240393.txt,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2015-06-08 240824.txt,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-08 241060.txt,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2015-06-09 241297.txt,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1
2015-06-09 242340.txt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-06-09 242344.txt,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-06-09 242393.txt,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2015-06-10 242452.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-10 242458.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-10 242501.txt,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1
2015-06-10 242706.txt,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-06-10 242976.txt,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2015-06-10 243238.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-10 243344.txt,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-10 243763.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-10 243764.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-10 244027.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-10 244029.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-10 244032.txt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-10 244034.txt,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1
2015-06-11 244083.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-11 244104.txt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-11 244107.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-11 244138.txt,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1
2015-06-11 244180.txt,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2015-06-11 244368.txt,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
2015-06-11 244440.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-06-11 244443.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-06-11 244590.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-12 244801.txt,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-12 244828.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-12 244837.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-06-12 244871.txt,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2015-06-12 244924.txt,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
2015-06-12 245176.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15 245960.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-15 246145.txt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-16 246373.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-16 246690.txt,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2015-06-16 246756.txt,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-17 247117.txt,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1
2015-06-17 247416.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-17 247535.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-17 247537.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-18 247927.txt,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0
2015-06-18 248271.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-19 248717.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-22 248940.txt,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2015-06-22 248954.txt,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2015-06-22 249090.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-22 249102.txt,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-22 249103.txt,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2015-06-23 249608.txt,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-06-23 249654.txt,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2015-06-23 249725.txt,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-23 249764.txt,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2015-06-23 249837.txt,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
2015-06-23 249846.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-23 249847.txt,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-23 249849.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-23 250174.txt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-23 250208.txt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2015-06-24 250292.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-24 250300.txt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-06-24 250346.txt,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-24 250348.txt,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1
2015-06-24 250602.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-25 251130.txt,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1
2015-06-25 251144.txt,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1
2015-06-25 251175.txt,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2015-06-25 251192.txt,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-25 251347.txt,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2015-06-25 251512.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-26 252019.txt,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-26 252294.txt,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2015-06-26 252462.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-26 252463.txt,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-06-26 252471.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-06-26 252539.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-26 252791.txt,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
2015-06-29 252993.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-06-29 252994.txt,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-06-29 253000.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-29 253007.txt,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-29 253027.txt,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2015-06-29 253029.txt,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1
2015-06-29 253032.txt,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
2015-06-29 253130.txt,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2015-06-29 253475.txt,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1
2015-06-29 253631.txt,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1
2015-06-30 253702.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-30 253776.txt,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0
2015-06-30 253780.txt,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1
2015-06-30 254236.txt,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01 254734.txt,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
